#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome J","NC_048532.1",13894855,13899155,"-",117894781,"LOC117894781","-","XP_034657897.1",1353,"LOW QUALITY PROTEIN: uncharacterized protein LOC117894781"
"chromosome J","NC_048532.1",13900073,13900497,"-",117894777,"LOC117894777","-","XP_034657894.1",118,"alpha-endosulfine"
"chromosome J","NC_048532.1",13902593,13911838,"+",117894744,"LOC117894744","-","XP_034657837.1",1868,"tuberin"
"chromosome J","NC_048532.1",13903782,13905032,"-",117894757,"LOC117894757","-","XP_034657865.1",384,"peritrophin-48"
"chromosome J","NC_048532.1",13905238,13906362,"-",117894758,"LOC117894758","-","XP_034657866.1",374,"ketohexokinase"
"chromosome J","NC_048532.1",13912140,13913072,"-",117894766,"LOC117894766","-","XP_034657875.1",310,"ketohexokinase"
"chromosome J","NC_048532.1",13922785,13959039,"-",117894746,"LOC117894746","-","XP_034657847.1",1359,"uncharacterized protein LOC117894746 isoform X4"
"chromosome J","NC_048532.1",13922785,13959039,"-",117894746,"LOC117894746","-","XP_034657846.1",1394,"uncharacterized protein LOC117894746 isoform X3"
"chromosome J","NC_048532.1",13922785,13934365,"-",117894746,"LOC117894746","-","XP_034657844.1",1461,"uncharacterized protein LOC117894746 isoform X1"
"chromosome J","NC_048532.1",13922785,13934365,"-",117894746,"LOC117894746","-","XP_034657848.1",1678,"uncharacterized protein LOC117894746 isoform X5"
"chromosome J","NC_048532.1",13923769,13934365,"-",117894746,"LOC117894746","-","XP_034657845.1",1439,"uncharacterized protein LOC117894746 isoform X2"
"chromosome J","NC_048532.1",13956163,13956964,"+",117894775,"LOC117894775","-","XP_034657892.1",162,"protein snakeskin"
"chromosome J","NC_048532.1",13965545,13965781,"+",117894779,"LOC117894779","-","XP_034657895.1",78,"uncharacterized protein LOC117894779"
"chromosome J","NC_048532.1",13966026,13967082,"-",117894765,"LOC117894765","-","XP_034657874.1",332,"probable chitinase 10"
"chromosome J","NC_048532.1",13967775,13969078,"-",117893524,"LOC117893524","-","XP_034656055.1",394,"peritrophin-48"
"chromosome J","NC_048532.1",13969643,13970875,"-",117894756,"LOC117894756","-","XP_034657864.1",387,"peritrophin-48"
"chromosome J","NC_048532.1",13972047,13973268,"+",117894759,"LOC117894759","-","XP_034657867.1",361,"peritrophin-48"
"chromosome J","NC_048532.1",13974375,13975515,"-",117894760,"LOC117894760","-","XP_034657868.1",360,"peritrophin-48"
"chromosome J","NC_048532.1",13976237,13977658,"-",117894761,"LOC117894761","-","XP_034657870.1",341,"peritrophin-44 isoform X2"
"chromosome J","NC_048532.1",13976237,13977345,"-",117894761,"LOC117894761","-","XP_034657869.1",341,"peritrophin-44 isoform X1"
"chromosome J","NC_048532.1",13979197,13980272,"+",117894763,"LOC117894763","-","XP_034657871.1",339,"LOW QUALITY PROTEIN: peritrophin-44"
"chromosome J","NC_048532.1",13981253,13982395,"+",117894764,"LOC117894764","-","XP_034657872.1",338,"peritrophin-44"
"chromosome J","NC_048532.1",13983138,13986070,"+",117894750,"LOC117894750","-","XP_034657852.1",917,"possible lysine-specific histone demethylase 1"
"chromosome J","NC_048532.1",13987877,13989243,"+",117894754,"LOC117894754","-","XP_034657858.1",434,"uncharacterized protein LOC117894754"
"chromosome J","NC_048532.1",13990101,13997119,"-",117894745,"LOC117894745","-","XP_034657842.1",1185,"neurogenic protein mastermind isoform X3"
"chromosome J","NC_048532.1",13990101,13997119,"-",117894745,"LOC117894745","-","XP_034657841.1",1495,"chromatin modification-related protein eaf-1 isoform X2"
"chromosome J","NC_048532.1",13990101,13997119,"-",117894745,"LOC117894745","-","XP_034657838.1",1496,"chromatin modification-related protein eaf-1 isoform X1"
"chromosome J","NC_048532.1",13990101,13997119,"-",117894745,"LOC117894745","-","XP_034657839.1",1496,"chromatin modification-related protein eaf-1 isoform X1"
"chromosome J","NC_048532.1",13990101,13997119,"-",117894745,"LOC117894745","-","XP_034657840.1",1496,"chromatin modification-related protein eaf-1 isoform X1"
"chromosome J","NC_048532.1",13992611,13997119,"-",117894745,"LOC117894745","-","XP_034657843.1",1067,"transcription factor SPT20 homolog isoform X4"
"chromosome J","NC_048532.1",13998180,14000336,"+",117894773,"LOC117894773","-","XP_034657889.1",189,"probable deoxycytidylate deaminase"
"chromosome J","NC_048532.1",13998784,13999452,"+",117894772,"LOC117894772","-","XP_034657887.1",222,"clathrin light chain"
"chromosome J","NC_048532.1",13998784,13999452,"+",117894772,"LOC117894772","-","XP_034657888.1",222,"clathrin light chain"
"chromosome J","NC_048532.1",14000541,14002064,"-",117894755,"LOC117894755","-","XP_034657860.1",385,"mucin-5AC-like isoform X2"
"chromosome J","NC_048532.1",14000541,14002064,"-",117894755,"LOC117894755","-","XP_034657863.1",331,"mucin-5AC-like isoform X4"
"chromosome J","NC_048532.1",14000541,14002064,"-",117894755,"LOC117894755","-","XP_034657861.1",369,"mucin-5AC-like isoform X3"
"chromosome J","NC_048532.1",14000541,14002064,"-",117894755,"LOC117894755","-","XP_034657859.1",397,"mucin-5AC-like isoform X1"
"chromosome J","NC_048532.1",14010319,14015936,"+",117894751,"LOC117894751","-","XP_034657853.1",778,"serine/threonine-protein phosphatase rdgC isoform X1"
"chromosome J","NC_048532.1",14010319,14015936,"+",117894751,"LOC117894751","-","XP_034657854.1",742,"serine/threonine-protein phosphatase rdgC isoform X2"
"chromosome J","NC_048532.1",14012610,14015936,"+",117894751,"LOC117894751","-","XP_034657855.1",681,"serine/threonine-protein phosphatase rdgC isoform X3"
"chromosome J","NC_048532.1",14012904,14015936,"+",117894751,"LOC117894751","-","XP_034657856.1",657,"serine/threonine-protein phosphatase rdgC isoform X4"
"chromosome J","NC_048532.1",14018061,14019473,"+",117893525,"LOC117893525","-","XP_034656056.1",470,"uncharacterized protein LOC117893525"
"chromosome J","NC_048532.1",14020100,14028632,"-",117894748,"LOC117894748","-","XP_034657850.1",1295,"uncharacterized protein LOC117894748"
"chromosome J","NC_048532.1",14023359,14025149,"-",117894752,"LOC117894752","-","XP_034657857.1",596,"cilia- and flagella-associated protein 157"
"chromosome J","NC_048532.1",14040896,14041947,"-",117893320,"LOC117893320","-","XP_034655799.1",262,"protein FRG1 homolog"
"chromosome J","NC_048532.1",14045995,14050218,"-",117893131,"LOC117893131","-","XP_034655472.1",1345,"tectonin beta-propeller repeat-containing protein"
"chromosome J","NC_048532.1",14052092,14056441,"+",117893133,"LOC117893133","-","XP_034655474.1",244,"DCN1-like protein 5 isoform X1"
"chromosome J","NC_048532.1",14053201,14054477,"-",117893132,"LOC117893132","-","XP_034655473.1",289,"lysosome-associated membrane glycoprotein 5"
"chromosome J","NC_048532.1",14055540,14056441,"+",117893133,"LOC117893133","-","XP_034655475.1",212,"DCN1-like protein 5 isoform X2"
"chromosome J","NC_048532.1",14057830,14060121,"+",117894686,"LOC117894686","-","XP_034657756.1",575,"serine/threonine-protein kinase polo"
"chromosome J","NC_048532.1",14061055,14062509,"+",117894700,"LOC117894700","-","XP_034657774.1",292,"alpha-soluble NSF attachment protein"
"chromosome J","NC_048532.1",14064661,14066699,"+",117894692,"LOC117894692","-","XP_034657762.1",447,"serine protease inhibitor 77Ba"
"chromosome J","NC_048532.1",14066774,14068596,"-",117894691,"LOC117894691","-","XP_034657760.1",488,"retinoblastoma-binding protein 5 homolog"
"chromosome J","NC_048532.1",14070020,14073628,"+",117894693,"LOC117894693","-","XP_034657763.1",438,"eukaryotic peptide chain release factor subunit 1 isoform X1"
"chromosome J","NC_048532.1",14070020,14073628,"+",117894693,"LOC117894693","-","XP_034657764.1",438,"eukaryotic peptide chain release factor subunit 1 isoform X1"
"chromosome J","NC_048532.1",14070020,14072525,"+",117894693,"LOC117894693","-","XP_034657765.1",437,"eukaryotic peptide chain release factor subunit 1 isoform X2"
"chromosome J","NC_048532.1",14074955,14077138,"+",117894690,"LOC117894690","-","XP_034657759.1",506,"cysteine sulfinic acid decarboxylase"
"chromosome J","NC_048532.1",14077368,14078613,"+",117894695,"LOC117894695","-","XP_034657767.1",394,"DNA/RNA-binding protein KIN17"
"chromosome J","NC_048532.1",14078779,14080249,"+",117894694,"LOC117894694","-","XP_034657766.1",431,"phospholipase A1 1"
"chromosome J","NC_048532.1",14080305,14081918,"-",117894689,"LOC117894689","-","XP_034657758.1",537,"DNA primase large subunit"
"chromosome J","NC_048532.1",14082246,14085355,"-",117894683,"LOC117894683","-","XP_034657753.1",908,"toll-like receptor 1 isoform X2"
"chromosome J","NC_048532.1",14082246,14085355,"-",117894683,"LOC117894683","-","XP_034657752.1",913,"toll-like receptor 1 isoform X1"
"chromosome J","NC_048532.1",14086564,14089236,"+",117894685,"LOC117894685","-","XP_034657755.1",890,"protein inturned"
"chromosome J","NC_048532.1",14092757,14093615,"-",117894702,"LOC117894702","-","XP_034657776.1",263,"serine protease 1-like"
"chromosome J","NC_048532.1",14093711,14094888,"-",117893526,"LOC117893526","-","XP_034656058.1",207,"chymotrypsin BI-like"
"chromosome J","NC_048532.1",14095002,14095250,"-",117894705,"LOC117894705","-","XP_034657779.1",82,"chymotrypsin-like elastase family member 2B"
"chromosome J","NC_048532.1",14096256,14097065,"+",117894701,"LOC117894701","-","XP_034657775.1",269,"serine protease 3"
"chromosome J","NC_048532.1",14099455,14103730,"-",117894682,"LOC117894682","-","XP_034657751.1",1146,"cyclin-T"
"chromosome J","NC_048532.1",14108317,14122831,"-",117894684,"LOC117894684","-","XP_034657754.1",897,"LOW QUALITY PROTEIN: ecdysone-induced protein 74EF"
"chromosome J","NC_048532.1",14165219,14166158,"-",117894703,"LOC117894703","-","XP_034657777.1",228,"charged multivesicular body protein 5"
"chromosome J","NC_048532.1",14166900,14167890,"+",117894704,"LOC117894704","-","XP_034657770.1",307,"lipid droplet-associated hydrolase"
"chromosome J","NC_048532.1",14166900,14167890,"+",117894704,"LOC117894704","-","XP_034657771.1",307,"lipid droplet-associated hydrolase"
"chromosome J","NC_048532.1",14166900,14167890,"+",117894704,"LOC117894704","-","XP_034657772.1",307,"lipid droplet-associated hydrolase"
"chromosome J","NC_048532.1",14168052,14171890,"-",117894681,"LOC117894681","-","XP_034657750.1",1188,"RNA polymerase-associated protein CTR9 homolog"
"chromosome J","NC_048532.1",14172234,14173853,"+",117894687,"LOC117894687","-","XP_034657757.1",539,"5\\'-nucleotidase domain-containing protein 1"
"chromosome J","NC_048532.1",14174474,14175972,"-",117894696,"LOC117894696","-","XP_034657768.1",392,"acetyl-CoA acetyltransferase, cytosolic"
"chromosome J","NC_048532.1",14176923,14177501,"+",117894704,"LOC117894704","-","XP_034657778.1",192,"ras-related protein Rac1"
"chromosome J","NC_048532.1",14179535,14180557,"-",117894698,"LOC117894698","-","XP_034657769.1",321,"calumenin-B"
"chromosome J","NC_048532.1",14181339,14183630,"-",117894303,"LOC117894303","-","XP_034657160.1",699,"rab5 GDP/GTP exchange factor"
"chromosome J","NC_048532.1",14185189,14195461,"-",117893889,"LOC117893889","-","XP_034656555.1",1483,"protein FAM135A isoform X2"
"chromosome J","NC_048532.1",14185189,14195461,"-",117893889,"LOC117893889","-","XP_034656552.1",1493,"protein FAM135A isoform X1"
"chromosome J","NC_048532.1",14185189,14195461,"-",117893889,"LOC117893889","-","XP_034656553.1",1493,"protein FAM135A isoform X1"
"chromosome J","NC_048532.1",14185189,14195461,"-",117893889,"LOC117893889","-","XP_034656554.1",1493,"protein FAM135A isoform X1"
"chromosome J","NC_048532.1",14185189,14191408,"-",117893889,"LOC117893889","-","XP_034656556.1",1384,"uncharacterized protein LOC117893889 isoform X3"
"chromosome J","NC_048532.1",14205587,14224912,"-",117895630,"LOC117895630","-","XP_034659277.1",416,"uncharacterized protein LOC117895630 isoform X1"
"chromosome J","NC_048532.1",14205587,14214960,"-",117895630,"LOC117895630","-","XP_034659278.1",194,"C-type lectin 37Db isoform X2"
"chromosome J","NC_048532.1",14226399,14227672,"-",117895634,"LOC117895634","-","XP_034659280.1",337,"uncharacterized protein LOC117895634"
"chromosome J","NC_048532.1",14227750,14229739,"-",117895629,"LOC117895629","-","XP_034659276.1",451,"uncharacterized protein LOC117895629"
"chromosome J","NC_048532.1",14230576,14232984,"-",117895628,"LOC117895628","-","XP_034659274.1",621,"phosphatidylinositide phosphatase SAC1 isoform X1"
"chromosome J","NC_048532.1",14230576,14232342,"-",117895628,"LOC117895628","-","XP_034659275.1",588,"phosphatidylinositide phosphatase SAC1 isoform X2"
"chromosome J","NC_048532.1",14233613,14237157,"+",117895626,"LOC117895626","-","XP_034659271.1",1065,"kinesin-like protein Klp61F"
"chromosome J","NC_048532.1",14237726,14243100,"-",117895627,"LOC117895627","-","XP_034659272.1",737,"uncharacterized protein LOC117895627"
"chromosome J","NC_048532.1",14237726,14243100,"-",117895627,"LOC117895627","-","XP_034659273.1",737,"uncharacterized protein LOC117895627"
"chromosome J","NC_048532.1",14241354,14242439,"+",117895633,"LOC117895633","-","XP_034659279.1",361,"glycine-rich cell wall structural protein"
"chromosome J","NC_048532.1",14244719,14247055,"-",117893528,"LOC117893528","-","XP_034656062.1",639,"uncharacterized protein LOC117893528"
"chromosome J","NC_048532.1",14247945,14270853,"-",117892907,"LOC117892907","-","XP_034655107.1",1073,"uncharacterized protein LOC117892907 isoform X1"
"chromosome J","NC_048532.1",14247945,14250733,"-",117892907,"LOC117892907","-","XP_034655108.1",845,"uncharacterized protein LOC117892907 isoform X2"
"chromosome J","NC_048532.1",14247945,14250733,"-",117892907,"LOC117892907","-","XP_034655109.1",845,"uncharacterized protein LOC117892907 isoform X2"
"chromosome J","NC_048532.1",14251904,14252329,"-",117892921,"LOC117892921","-","XP_034655127.1",141,"lysozyme S"
"chromosome J","NC_048532.1",14253891,14254322,"+",117892919,"LOC117892919","-","XP_034655125.1",143,"lysozyme B-like"
"chromosome J","NC_048532.1",14254562,14254993,"+",117892920,"LOC117892920","-","XP_034655126.1",143,"lysozyme B-like"
"chromosome J","NC_048532.1",14255736,14256161,"+",117892923,"LOC117892923","-","XP_034655129.1",141,"lysozyme P-like"
"chromosome J","NC_048532.1",14259849,14265762,"-",117892925,"LOC117892925","-","XP_034655130.1",140,"lysozyme D-like isoform X1"
"chromosome J","NC_048532.1",14259849,14261994,"-",117892925,"LOC117892925","-","XP_034655131.1",140,"lysozyme D-like isoform X2"
"chromosome J","NC_048532.1",14261572,14261994,"-",117892926,"LOC117892926","-","XP_034655132.1",140,"lysozyme D"
"chromosome J","NC_048532.1",14264009,14264431,"+",117892918,"LOC117892918","-","XP_034655124.1",140,"lysozyme D"
"chromosome J","NC_048532.1",14265337,14265762,"-",117892927,"LOC117892927","-","XP_034655134.1",141,"lysozyme D-like"
"chromosome J","NC_048532.1",14269495,14269920,"+",117892922,"LOC117892922","-","XP_034655128.1",141,"lysozyme A/C-like"
"chromosome J","NC_048532.1",14272362,14273701,"+",117892913,"LOC117892913","-","XP_034655117.1",326,"ester hydrolase C11orf54 homolog"
"chromosome J","NC_048532.1",14277539,14278666,"-",117892914,"LOC117892914","-","XP_034655118.1",314,"mitochondrial carrier homolog 2"
"chromosome J","NC_048532.1",14279296,14280397,"+",117892915,"LOC117892915","-","XP_034655119.1",308,"tRNA pseudouridine synthase-like 1"
"chromosome J","NC_048532.1",14280412,14281029,"+",117892917,"LOC117892917","-","XP_034655123.1",205,"dual specificity protein phosphatase 19"
"chromosome J","NC_048532.1",14281345,14288340,"-",117892910,"LOC117892910","-","XP_034655113.1",639,"ras association domain-containing protein 10 isoform X2"
"chromosome J","NC_048532.1",14281345,14288340,"-",117892910,"LOC117892910","-","XP_034655112.1",659,"ras association domain-containing protein 10 isoform X1"
"chromosome J","NC_048532.1",14287014,14288187,"+",117892911,"LOC117892911","-","XP_034655115.1",344,"arrestin domain-containing protein 4"
"chromosome J","NC_048532.1",14288657,14289731,"+",117892912,"LOC117892912","-","XP_034655116.1",336,"formylglycine-generating enzyme"
"chromosome J","NC_048532.1",14289870,14290750,"-",117892916,"LOC117892916","-","XP_034655120.1",272,"uncharacterized protein LOC117892916 isoform X1"
"chromosome J","NC_048532.1",14289870,14290399,"-",117892916,"LOC117892916","-","XP_034655121.1",155,"uncharacterized protein LOC117892916 isoform X2"
"chromosome J","NC_048532.1",14292030,14357333,"-",117892906,"LOC117892906","-","XP_034655101.1",1646,"serine-rich adhesin for platelets isoform X1"
"chromosome J","NC_048532.1",14292030,14353768,"-",117892906,"LOC117892906","-","XP_034655102.1",1632,"serine-rich adhesin for platelets isoform X2"
"chromosome J","NC_048532.1",14292030,14349998,"-",117892906,"LOC117892906","-","XP_034655103.1",1551,"serine-rich adhesin for platelets isoform X3"
"chromosome J","NC_048532.1",14292030,14312537,"-",117892906,"LOC117892906","-","XP_034655104.1",800,"breast cancer anti-estrogen resistance protein 1 isoform X4"
"chromosome J","NC_048532.1",14292030,14293751,"-",117892916,"LOC117892916","-","XP_034655106.1",573,"breast cancer anti-estrogen resistance protein 1 isoform X5"
"chromosome J","NC_048532.1",14327466,14330039,"+",117892908,"LOC117892908","-","XP_034655110.1",757,"WD repeat-containing protein 78"
"chromosome J","NC_048532.1",14331840,14334342,"-",117892909,"LOC117892909","-","XP_034655111.1",678,"DC-STAMP domain-containing protein 2"
"chromosome J","NC_048532.1",14406487,14407007,"+",117894931,"LOC117894931","-","XP_034658125.1",95,"glycine-rich protein 5"
"chromosome J","NC_048532.1",14452484,14453104,"+",117893634,"LOC117893634","-","XP_034656211.1",206,"histone H2A.Z-specific chaperone CHZ1"
"chromosome J","NC_048532.1",14487748,14487939,"+",117893687,"LOC117893687","-","XP_034656267.1",63,"uncharacterized protein LOC117893687"
"chromosome J","NC_048532.1",14550547,14552469,"-",117893443,"LOC117893443","-","XP_034655953.1",497,"probable G-protein coupled receptor Mth-like 8"
"chromosome J","NC_048532.1",14554138,14556857,"-",117894608,"LOC117894608","-","XP_034657650.1",517,"probable G-protein coupled receptor Mth-like 9"
"chromosome J","NC_048532.1",14558574,14567152,"-",117895560,"LOC117895560","-","XP_034659163.1",617,"G-protein coupled receptor Mth2 isoform X4"
"chromosome J","NC_048532.1",14558746,14567152,"-",117895560,"LOC117895560","-","XP_034659166.1",577,"G-protein coupled receptor Mth2 isoform X7"
"chromosome J","NC_048532.1",14559084,14567152,"-",117895560,"LOC117895560","-","XP_034659165.1",609,"G-protein coupled receptor Mth2 isoform X6"
"chromosome J","NC_048532.1",14559424,14567152,"-",117895560,"LOC117895560","-","XP_034659164.1",611,"G-protein coupled receptor Mth2 isoform X5"
"chromosome J","NC_048532.1",14559706,14567152,"-",117895560,"LOC117895560","-","XP_034659160.1",669,"G-protein coupled receptor Mth2 isoform X1"
"chromosome J","NC_048532.1",14559706,14564183,"-",117895560,"LOC117895560","-","XP_034659161.1",663,"G-protein coupled receptor Mth2 isoform X2"
"chromosome J","NC_048532.1",14559706,14561060,"-",117895560,"LOC117895560","-","XP_034659168.1",378,"G-protein coupled receptor Mth2 isoform X8"
"chromosome J","NC_048532.1",14559795,14567152,"-",117895560,"LOC117895560","-","XP_034659162.1",619,"G-protein coupled receptor Mth2 isoform X3"
"chromosome J","NC_048532.1",14571148,14572631,"-",117895563,"LOC117895563","-","XP_034659170.1",410,"odorant receptor 2a-like"
"chromosome J","NC_048532.1",14573322,14575156,"-",117895562,"LOC117895562","-","XP_034659169.1",502,"G-protein coupled receptor Mth"
"chromosome J","NC_048532.1",14583185,14586999,"+",117895559,"LOC117895559","-","XP_034659159.1",975,"tyrosine-protein phosphatase non-receptor type 4"
"chromosome J","NC_048532.1",14589234,14590221,"+",117893083,"LOC117893083","-","XP_034655395.1",306,"nuclease C1-like"
"chromosome J","NC_048532.1",14590810,14591181,"+",117893084,"LOC117893084","-","XP_034655396.1",123,"RING-box protein 1B"
"chromosome J","NC_048532.1",14591282,14593914,"-",117893082,"LOC117893082","-","XP_034655394.1",817,"cell division cycle 5-like protein"
"chromosome J","NC_048532.1",14594927,14598642,"+",117893081,"LOC117893081","-","XP_034655393.1",1175,"uncharacterized protein LOC117893081"
"chromosome J","NC_048532.1",14601002,14628155,"-",117894012,"LOC117894012","-","XP_034656729.1",1040,"protein trachealess isoform X2"
"chromosome J","NC_048532.1",14601002,14628155,"-",117894012,"LOC117894012","-","XP_034656731.1",1012,"protein trachealess isoform X3"
"chromosome J","NC_048532.1",14601002,14628155,"-",117894012,"LOC117894012","-","XP_034656728.1",1046,"protein trachealess isoform X1"
"chromosome J","NC_048532.1",14601002,14610483,"-",117894012,"LOC117894012","-","XP_034656735.1",953,"protein trachealess isoform X7"
"chromosome J","NC_048532.1",14601002,14610483,"-",117894012,"LOC117894012","-","XP_034656733.1",987,"protein trachealess isoform X5"
"chromosome J","NC_048532.1",14601002,14610483,"-",117894012,"LOC117894012","-","XP_034656734.1",959,"protein trachealess isoform X6"
"chromosome J","NC_048532.1",14601002,14610483,"-",117894012,"LOC117894012","-","XP_034656732.1",993,"protein trachealess isoform X4"
"chromosome J","NC_048532.1",14676962,14761312,"-",117895011,"LOC117895011","-","XP_034658252.1",2336,"LOW QUALITY PROTEIN: uncharacterized protein LOC117895011"
"chromosome J","NC_048532.1",14751779,14752179,"-",117895017,"LOC117895017","-","XP_034658259.1",110,"uncharacterized protein LOC117895017"
"chromosome J","NC_048532.1",14752860,14753273,"+",117895016,"LOC117895016","-","XP_034658258.1",115,"uncharacterized protein LOC117895016"
"chromosome J","NC_048532.1",14784992,14785717,"+",117895013,"LOC117895013","-","XP_034658256.1",241,"uncharacterized protein LOC117895013"
"chromosome J","NC_048532.1",14801495,14802473,"+",117895012,"LOC117895012","-","XP_034658253.1",284,"BLOC-1-related complex subunit 6 isoform X1"
"chromosome J","NC_048532.1",14801495,14802473,"+",117895012,"LOC117895012","-","XP_034658255.1",283,"BLOC-1-related complex subunit 6 isoform X3"
"chromosome J","NC_048532.1",14801495,14802473,"+",117895012,"LOC117895012","-","XP_034658254.1",283,"BLOC-1-related complex subunit 6 isoform X2"
"chromosome J","NC_048532.1",14802573,14803173,"-",117895015,"LOC117895015","-","XP_034658257.1",175,"peptidyl-prolyl cis-trans isomerase-like 1"
"chromosome J","NC_048532.1",14809531,14843389,"+",117895284,"LOC117895284","-","XP_034658711.1",1339,"homeodomain-interacting protein kinase 2 isoform X1"
"chromosome J","NC_048532.1",14837619,14843389,"+",117895284,"LOC117895284","-","XP_034658712.1",1287,"homeodomain-interacting protein kinase 2 isoform X2"
"chromosome J","NC_048532.1",14838140,14843389,"+",117895284,"LOC117895284","-","XP_034658713.1",1266,"homeodomain-interacting protein kinase 2 isoform X3"
"chromosome J","NC_048532.1",14852364,14853383,"+",117895286,"LOC117895286","-","XP_034658716.1",339,"probable protein phosphatase 2C T23F11.1"
"chromosome J","NC_048532.1",14855044,14856370,"-",117895285,"LOC117895285","-","XP_034658714.1",418,"protein snail"
"chromosome J","NC_048532.1",14855044,14856370,"-",117895285,"LOC117895285","-","XP_034658715.1",418,"protein snail"
"chromosome J","NC_048532.1",14864162,14869297,"+",117892903,"LOC117892903","-","XP_034655098.1",1554,"mediator of RNA polymerase II transcription subunit 14 isoform X1"
"chromosome J","NC_048532.1",14864162,14869297,"+",117892903,"LOC117892903","-","XP_034655099.1",1539,"mediator of RNA polymerase II transcription subunit 14 isoform X2"
"chromosome J","NC_048532.1",14870106,14875459,"-",117892904,"LOC117892904","-","XP_034655100.1",453,"SEC14-like protein 2"
"chromosome J","NC_048532.1",14910505,14913261,"+",117893428,"LOC117893428","-","XP_034655937.1",333,"protein rhomboid"
"chromosome J","NC_048532.1",14926386,14928790,"+",117893534,"LOC117893534","-","XP_034656068.1",677,"LOW QUALITY PROTEIN: DC-STAMP domain-containing protein 2"
"chromosome J","NC_048532.1",14939952,14941888,"+",117894558,"LOC117894558","-","XP_034657573.1",623,"uncharacterized protein LOC117894558"
"chromosome J","NC_048532.1",14944914,14946305,"+",117894559,"LOC117894559","-","XP_034657574.1",442,"alpha-(1,3)-fucosyltransferase C"
"chromosome J","NC_048532.1",14950463,14951677,"-",117894794,"LOC117894794","-","XP_034657914.1",404,"uncharacterized protein LOC117894794"
"chromosome J","NC_048532.1",14958077,14960500,"-",117894793,"LOC117894793","-","XP_034657913.1",749,"cohesin subunit SA-1"
"chromosome J","NC_048532.1",14960871,14961618,"-",117893535,"LOC117893535","-","XP_034656070.1",200,"uncharacterized protein LOC117893535"
"chromosome J","NC_048532.1",14991723,14993583,"+",117895699,"LOC117895699","-","XP_034659438.1",368,"protein rhomboid"
"chromosome J","NC_048532.1",14997484,14998099,"-",117895701,"LOC117895701","-","XP_034659441.1",183,"N-alpha-acetyltransferase 30A isoform X2"
"chromosome J","NC_048532.1",14997484,14998099,"-",117895701,"LOC117895701","-","XP_034659440.1",187,"N-alpha-acetyltransferase 30A isoform X1"
"chromosome J","NC_048532.1",15003256,15014024,"-",117895698,"LOC117895698","-","XP_034659436.1",488,"rhomboid-related protein 2 isoform X1"
"chromosome J","NC_048532.1",15003256,15004374,"-",117895698,"LOC117895698","-","XP_034659437.1",333,"protein rhomboid isoform X2"
"chromosome J","NC_048532.1",15004531,15004842,"+",117895703,"LOC117895703","-","XP_034659442.1",103,"dynein light chain roadblock-type 2"
"chromosome J","NC_048532.1",15016443,15019259,"-",117895694,"LOC117895694","-","XP_034659431.1",764,"protein zer-1 homolog isoform X2"
"chromosome J","NC_048532.1",15016443,15019259,"-",117895694,"LOC117895694","-","XP_034659430.1",788,"protein zer-1 homolog isoform X1"
"chromosome J","NC_048532.1",15021015,15026626,"-",117895696,"LOC117895696","-","XP_034659434.1",647,"poly(U)-binding-splicing factor half pint"
"chromosome J","NC_048532.1",15028051,15033263,"-",117895695,"LOC117895695","-","XP_034659432.1",649,"protein cueball"
"chromosome J","NC_048532.1",15033862,15038512,"+",117895693,"LOC117895693","-","XP_034659429.1",1098,"puromycin-sensitive aminopeptidase"
"chromosome J","NC_048532.1",15039273,15049882,"-",117895690,"LOC117895690","-","XP_034659420.1",1533,"GATOR complex protein Iml1 isoform X5"
"chromosome J","NC_048532.1",15039273,15049882,"-",117895690,"LOC117895690","-","XP_034659418.1",1534,"GATOR complex protein Iml1 isoform X4"
"chromosome J","NC_048532.1",15039273,15049882,"-",117895690,"LOC117895690","-","XP_034659417.1",1558,"GATOR complex protein Iml1 isoform X3"
"chromosome J","NC_048532.1",15039273,15049882,"-",117895690,"LOC117895690","-","XP_034659416.1",1559,"GATOR complex protein Iml1 isoform X2"
"chromosome J","NC_048532.1",15039273,15049882,"-",117895690,"LOC117895690","-","XP_034659415.1",1560,"GATOR complex protein Iml1 isoform X1"
"chromosome J","NC_048532.1",15039273,15049882,"-",117895690,"LOC117895690","-","XP_034659422.1",1503,"GATOR complex protein Iml1 isoform X7"
"chromosome J","NC_048532.1",15039273,15049882,"-",117895690,"LOC117895690","-","XP_034659421.1",1529,"GATOR complex protein Iml1 isoform X6"
"chromosome J","NC_048532.1",15041159,15049882,"-",117895690,"LOC117895690","-","XP_034659423.1",1041,"GATOR complex protein Iml1 isoform X8"
"chromosome J","NC_048532.1",15043699,15049882,"-",117895690,"LOC117895690","-","XP_034659424.1",775,"GATOR complex protein Iml1 isoform X9"
"chromosome J","NC_048532.1",15045485,15047284,"-",117895697,"LOC117895697","-","XP_034659435.1",599,"uncharacterized protein LOC117895697"
"chromosome J","NC_048532.1",15051331,15052275,"-",117895700,"LOC117895700","-","XP_034659439.1",314,"protein phosphatase PTC7 homolog"
"chromosome J","NC_048532.1",15053285,15059379,"+",117895691,"LOC117895691","-","XP_034659425.1",1439,"DENN domain-containing protein 5B isoform X1"
"chromosome J","NC_048532.1",15053285,15059379,"+",117895691,"LOC117895691","-","XP_034659426.1",1439,"DENN domain-containing protein 5B isoform X1"
